freq;unit;vehicle;geo\TIME_PERIOD,1999 ,2000 ,2001 ,2002 ,2003 ,2004 ,2005 ,2006 ,2007 ,2008 ,2009 ,2010 ,2011 ,2012 ,2013 ,2014 ,2015 ,2016 ,2017 ,2018 
A;NR;OTH;FR,929 ,836 ,818 ,863 ,623 ,580 ,635 ,535 ,561 ,548 ,496 ,485 ,519 ,489 ,465 ,499 ,466 ,553 ,480 ,468 
A;NR;OTH;HR,: ,: ,: ,: ,: ,: ,: ,: ,124 ,136 ,103 ,105 ,71 ,72 ,69 ,73 ,61 ,67 ,56 ,65 
A;NR;OTH;HU,: ,: ,: ,: ,299 ,326 ,289 ,296 ,288 ,251 ,186 ,192 ,124 ,156 ,147 ,152 ,149 ,152 ,170 ,165 
A;NR;OTH;IE,92 ,85 ,89 ,86 ,64 ,66 ,72 ,72 ,81 ,49 ,40 ,44 ,47 ,29 ,31 ,42 ,31 ,35 ,: ,: 
A;NR;OTH;IS,: ,: ,: ,1 ,3 ,3 ,1 ,4 ,1 ,0 ,2 ,2 ,4 ,2 ,1 ,0 ,1 ,2 ,0 ,0 
A;NR;OTH;IT,847 ,982 ,1032 ,1226 ,871 ,810 ,786 ,758 ,627 ,646 ,667 ,621 ,589 ,576 ,551 ,578 ,602 ,570 ,600 ,612 
A;NR;OTH;LT,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,96 ,109 ,81 ,: ,: ,: 
A;NR;OTH;LU,2 ,11 ,11 ,6 ,7 ,12 ,2 ,10 ,7 ,6 ,12 ,1 ,6 ,6 ,5 ,3 ,7 ,8 ,4 ,3 
A;NR;OTH;LV,: ,: ,: ,: ,: ,197 ,174 ,153 ,158 ,105 ,82 ,79 ,60 ,62 ,70 ,71 ,63 ,55 ,51 ,50 
A;NR;OTH;MT,: ,: ,: ,: ,: ,: ,6 ,4 ,3 ,1 ,: ,: ,: ,: ,: ,: ,5 ,8 ,7 ,2 
A;NR;OTH;NL,111 ,106 ,106 ,97 ,97 ,68 ,83 ,66 ,86 ,56 ,63 ,62 ,65 ,64 ,51 ,50 ,60 ,44 ,64 ,50 
A;NR;OTH;NO,: ,: ,45 ,35 ,34 ,22 ,32 ,36 ,23 ,31 ,26 ,24 ,16 ,22 ,18 ,18 ,12 ,15 ,11 ,: 
A;NR;OTH;PL,: ,2256 ,1866 ,1987 ,1879 ,1987 ,1756 ,1802 ,1951 ,1882 ,1467 ,1236 ,1408 ,1157 ,1140 ,1116 ,915 ,868 ,873 ,: 
A;NR;OTH;PT,393 ,384 ,333 ,336 ,277 ,231 ,212 ,153 ,155 ,154 ,147 ,195 ,199 ,159 ,144 ,145 ,146 ,123 ,130 ,: 
A;NR;OTH;RO,1178 ,1110 ,1088 ,1101 ,944 ,1059 ,978 ,1034 ,1113 ,1067 ,1015 ,868 ,747 ,728 ,726 ,697 ,649 ,717 ,733 ,690 
A;NR;OTH;SE,86 ,73 ,87 ,58 ,55 ,67 ,50 ,55 ,58 ,45 ,44 ,31 ,53 ,50 ,42 ,52 ,28 ,42 ,37 ,34 
A;NR;OTH;SI,: ,60 ,42 ,41 ,38 ,35 ,37 ,36 ,32 ,39 ,24 ,26 ,21 ,19 ,20 ,14 ,16 ,22 ,10 ,13 
A;NR;OTH;SK,: ,: ,198 ,198 ,198 ,199 ,174 ,214 ,217 ,204 ,113 ,126 ,: ,: ,: ,: ,: ,: ,: ,: 
A;NR;OTH;UK,909 ,889 ,858 ,808 ,802 ,694 ,699 ,697 ,663 ,591 ,524 ,415 ,466 ,429 ,405 ,464 ,427 ,463 ,485 ,472 
A;NR;QUA_GT50;EE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,1 ,0 ,1 
A;NR;QUA_GT50;ES,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0 ,1 ,3 ,2 ,4 
A;NR;QUA_GT50;FR,: ,: ,: ,: ,: ,: ,: ,: ,: ,3 ,: ,: ,: ,: ,: ,: ,16 ,17 ,22 ,11 
A;NR;QUA_GT50;HR,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,1 ,: ,2 
A;NR;QUA_GT50;IS,: ,: ,: ,: ,: ,: ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 
A;NR;QUA_GT50;LU,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 
A;NR;QUA_GT50;MT,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0 ,0 ,1 ,0 
A;NR;QUA_GT50;SI,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0 ,0 ,1 ,0 ,1 ,0 
A;NR;QUA_LE50;BG,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0 ,: 
A;NR;QUA_LE50;ES,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,2 ,1 ,0 ,3 ,1 
A;NR;QUA_LE50;FR,: ,: ,: ,: ,: ,: ,: ,: ,: ,11 ,: ,: ,: ,: ,: ,: ,0 ,0 ,2 ,1 
A;NR;QUA_LE50;HR,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0 ,: ,0 
A;NR;QUA_LE50;LU,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0 ,0 ,: 
A;NR;QUA_LE50;SI,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0 ,: ,0 ,0 ,0 
A;NR;TOTAL;AT,1079 ,976 ,958 ,956 ,931 ,878 ,768 ,730 ,691 ,679 ,633 ,552 ,523 ,531 ,455 ,430 ,479 ,432 ,414 ,409 
A;NR;TOTAL;BE,1397 ,1470 ,1486 ,1306 ,1213 ,1162 ,1089 ,1069 ,1071 ,944 ,944 ,850 ,862 ,770 ,764 ,745 ,762 ,670 ,609 ,604 
A;NR;TOTAL;BG,1047 ,1012 ,1011 ,959 ,960 ,943 ,957 ,1043 ,1006 ,1061 ,901 ,776 ,656 ,601 ,601 ,661 ,708 ,708 ,682 ,610 
A;NR;TOTAL;CH,583 ,592 ,544 ,513 ,546 ,510 ,409 ,370 ,384 ,357 ,349 ,327 ,320 ,339 ,269 ,243 ,253 ,216 ,230 ,233 
A;NR;TOTAL;CY,113 ,111 ,98 ,94 ,97 ,117 ,102 ,86 ,89 ,82 ,71 ,60 ,71 ,51 ,44 ,45 ,57 ,46 ,53 ,49 
A;NR;TOTAL;CZ,1455 ,1486 ,1333 ,1430 ,1447 ,1382 ,1286 ,1063 ,1221 ,1076 ,901 ,802 ,773 ,742 ,654 ,688 ,734 ,611 ,577 ,656 
A;NR;TOTAL;DE,7772 ,7503 ,6977 ,6842 ,6613 ,5842 ,5361 ,5091 ,4949 ,4477 ,4152 ,3648 ,4009 ,3600 ,3339 ,3377 ,3459 ,3206 ,3180 ,3275 
A;NR;TOTAL;DK,514 ,498 ,431 ,463 ,432 ,369 ,331 ,306 ,406 ,406 ,303 ,255 ,220 ,167 ,191 ,182 ,178 ,211 ,175 ,171 
A;NR;TOTAL;EE,232 ,204 ,199 ,223 ,164 ,170 ,170 ,204 ,196 ,132 ,98 ,79 ,101 ,87 ,81 ,78 ,67 ,71 ,48 ,67 
A;NR;TOTAL;EL,2116 ,2037 ,1880 ,1634 ,1605 ,1670 ,1658 ,1657 ,1612 ,1553 ,1456 ,1258 ,1141 ,988 ,879 ,795 ,793 ,824 ,731 ,700 
A;NR;TOTAL;ES,5709 ,5746 ,5478 ,5312 ,5373 ,4715 ,4406 ,4069 ,3785 ,3064 ,2687 ,2444 ,2042 ,1889 ,1667 ,1680 ,1689 ,1810 ,1830 ,1806 
A;NR;TOTAL;EU27_2020,54680 ,53410 ,51282 ,50343 ,47331 ,44466 ,42552 ,40365 ,40038 ,36880 ,32978 ,29576 ,28708 ,26429 ,24213 ,24133 ,24358 ,23812 d,23394 d,23339 d
A;NR;TOTAL;EU28,58244 ,56990 ,54880 ,53924 ,50989 ,47834 ,45888 ,43663 ,43097 ,39525 ,35315 ,31481 ,30668 ,28231 ,25983 ,25987 ,26162 ,25672 d,25250 d,25178 d
A;NR;TOTAL;FI,431 ,396 ,433 ,415 ,379 ,375 ,379 ,336 ,380 ,344 ,279 ,272 ,292 ,255 ,258 ,229 ,270 ,258 ,238 ,239 
A;NR;TOTAL;FR,8462 ,8059 ,8136 ,7630 ,6034 ,5506 ,5318 ,4709 ,4620 ,4275 ,4273 ,3992 ,3963 ,3653 ,3268 ,3384 ,3459 ,3471 ,3444 ,3246 
A;NR;TOTAL;HR,662 ,655 ,647 ,627 ,701 ,608 ,597 ,614 ,619 ,664 ,548 ,426 ,418 ,393 ,368 ,308 ,348 ,307 ,331 ,317 
A;NR;TOTAL;HU,1306 ,1200 ,1239 ,1429 ,1326 ,1296 ,1278 ,1303 ,1232 ,996 ,822 ,740 ,638 ,605 ,591 ,626 ,644 ,607 ,625 ,633 
A;NR;TOTAL;IE,414 ,418 ,412 ,378 ,337 ,377 ,400 ,365 ,338 ,280 ,238 ,212 ,186 ,162 ,188 ,193 ,162 ,182 ,156 d,142 d
A;NR;TOTAL;IS,21 ,32 ,24 ,29 ,23 ,23 ,19 ,31 ,15 ,12 ,17 ,8 ,12 ,9 ,15 ,4 ,16 ,18 ,16 ,18 
A;NR;TOTAL;IT,6688 ,7061 ,7096 ,6980 ,6563 ,6122 ,5818 ,5669 ,5131 ,4725 ,4237 ,4114 ,3860 ,3753 ,3401 ,3381 ,3428 ,3283 ,3378 ,3334 
A;NR;TOTAL;LI,0 ,3 ,2 ,0 ,5 ,1 ,2 ,0 ,0 ,1 ,1 ,0 ,2 ,1 ,2 ,3 d,2 d,0 d,2 d,0 d
A;NR;TOTAL;LT,748 ,641 ,706 ,697 ,709 ,752 ,773 ,760 ,740 ,499 ,370 ,299 ,296 ,302 ,256 ,267 ,242 ,192 d,191 d,173 d
A;NR;TOTAL;LU,58 ,76 ,70 ,62 ,53 ,50 ,47 ,43 ,46 ,35 ,48 ,32 ,33 ,34 ,45 ,35 ,36 ,32 ,25 ,36 
A;NR;TOTAL;LV,652 ,635 ,558 ,559 ,532 ,516 ,442 ,407 ,419 ,316 ,254 ,218 ,179 ,177 ,179 ,212 ,188 ,158 ,136 ,148 
A;NR;TOTAL;MT,4 ,15 ,16 ,16 ,16 ,13 ,17 ,11 ,12 ,9 ,15 ,13 ,16 ,9 ,17 ,10 ,11 ,23 ,19 ,18 
A;NR;TOTAL;NL,1090 ,1082 ,993 ,987 ,1028 ,804 ,750 ,730 ,709 ,677 ,644 ,537 ,546 ,562 ,476 ,476 ,531 ,533 ,535 ,598 
A;NR;TOTAL;NO,304 ,341 ,275 ,310 ,280 ,257 ,224 ,242 ,233 ,255 ,212 ,208 ,168 ,145 ,187 ,147 ,117 ,135 ,106 ,108 d
A;NR;TOTAL;PL,6730 ,6294 ,5534 ,5826 ,5642 ,5712 ,5444 ,5243 ,5583 ,5437 ,4572 ,3908 ,4189 ,3571 ,3357 ,3202 ,2938 ,3026 ,2831 ,2862 d
A;NR;TOTAL;PT,1972 ,1836 ,1655 ,1653 ,1523 ,1283 ,1228 ,949 ,958 ,867 ,823 ,937 ,891 ,718 ,637 ,638 ,593 ,563 ,602 ,704 d
A;NR;TOTAL;RO,2468 ,2466 ,2450 ,2411 ,2229 ,2442 ,2629 ,2587 ,2800 ,3065 ,2796 ,2377 ,2018 ,2042 ,1861 ,1818 ,1893 ,1913 ,1951 ,1867 
A;NR;TOTAL;SE,580 ,591 ,583 ,560 ,529 ,480 ,440 ,445 ,471 ,397 ,358 ,266 ,319 ,285 ,260 ,270 ,259 ,270 ,253 ,324 
A;NR;TOTAL;SI,334 ,314 ,278 ,269 ,242 ,274 ,258 ,262 ,293 ,214 ,171 ,138 ,141 ,130 ,125 ,108 ,120 ,130 ,104 ,91 
A;NR;TOTAL;SK,647 ,628 ,625 ,625 ,653 ,608 ,606 ,614 ,661 ,606 ,384 ,371 ,325 ,352 ,251 ,295 ,310 ,275 d,276 d,260 d
A;NR;TOTAL;TR,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,3685 d,3524 d,7530 d,7300 d,7427 d,6675 d
A;NR;TOTAL;UK,3564 ,3580 ,3598 ,3581 ,3658 ,3368 ,3336 ,3298 ,3059 ,2645 ,2337 ,1905 ,1960 ,1802 ,1770 ,1854 ,1804 ,1860 ,1856 ,1839 
A;NR;TRC;AT,7 ,4 ,8 ,4 ,5 ,11 ,5 ,6 ,6 ,1 ,5 ,4 ,1 ,3 ,3 ,4 ,4 ,6 ,6 ,3 
A;NR;TRC;BE,15 ,16 ,22 ,10 ,14 ,11 ,13 ,12 ,13 ,9 ,10 ,10 ,11 ,9 ,6 ,9 ,13 ,14 ,10 ,14 
A;NR;TRC;BG,: ,: ,: ,: ,: ,: ,: ,: ,: ,1 ,0 ,: ,: ,: ,: ,: ,: ,: ,: ,: 
A;NR;TRC;CH,: ,: ,6 ,0 ,0 ,0 ,1 ,1 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 
A;NR;TRC;DE,: ,5 ,2 ,2 ,3 ,0 ,5 ,1 ,2 ,3 ,4 ,5 ,5 ,: ,: ,: ,: ,: ,: ,: 
A;NR;TRC;DK,1 ,3 ,0 ,1 ,1 ,3 ,2 ,1 ,1 ,1 ,2 ,2 ,: ,: ,: ,: ,: ,: ,: ,: 
A;NR;TRC;EE,: ,: ,: ,: ,: ,: ,0 ,0 ,0 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
A;NR;TRC;EL,5 ,10 ,6 ,2 ,4 ,2 ,3 ,5 ,2 ,2 ,1 ,1 ,1 ,1 ,0 ,1 ,3 ,3 ,1 ,1 
A;NR;TRC;ES,55 ,82 ,59 ,72 ,80 ,74 ,85 ,61 ,42 ,32 ,29 ,32 ,28 ,26 ,19 ,29 ,31 ,41 ,44 ,41 
A;NR;TRC;FR,66 ,70 ,81 ,76 ,58 ,51 ,51 ,32 ,37 ,30 ,24 ,33 ,25 ,22 ,28 ,29 ,22 ,20 ,21 ,17 
A;NR;TRC;HR,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,3 ,: ,1 
A;NR;TRC;HU,: ,: ,: ,: ,1 ,6 ,3 ,3 ,2 ,5 ,3 ,3 ,1 ,2 ,2 ,2 ,3 ,5 ,3 ,4 
A;NR;TRC;IE,3 ,3 ,2 ,3 ,8 ,3 ,0 ,1 ,3 ,1 ,4 ,2 ,0 ,1 ,2 ,1 ,1 ,2 ,: ,: 
A;NR;TRC;IT,73 ,73 ,68 ,56 ,66 ,53 ,62 ,49 ,55 ,42 ,34 ,33 ,34 ,30 ,26 ,34 ,30 ,24 ,32 ,30 
A;NR;TRC;LT,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0 ,0 ,0 ,: ,: ,: 
A;NR;TRC;LU,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0 ,2 ,0 ,1 ,0 ,0 ,0 
A;NR;TRC;LV,: ,: ,: ,: ,: ,4 ,2 ,4 ,3 ,1 ,2 ,0 ,1 ,: ,2 ,3 ,: ,: ,0 ,0 
A;NR;TRC;MT,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0 ,0 ,0 ,0 
A;NR;TRC;NL,5 ,2 ,5 ,5 ,5 ,2 ,4 ,4 ,3 ,4 ,3 ,1 ,2 ,3 ,5 ,3 ,3 ,2 ,3 ,6 
A;NR;TRC;NO,: ,: ,2 ,0 ,1 ,0 ,0 ,1 ,3 ,0 ,2 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,1 ,: 
A;NR;TRC;PT,: ,: ,: ,: ,: ,3 ,5 ,1 ,5 ,2 ,1 ,2 ,2 ,0 ,2 ,1 ,1 ,1 ,0 ,: 
A;NR;TRC;RO,1 ,2 ,1 ,1 ,0 ,0 ,5 ,4 ,2 ,6 ,5 ,9 ,6 ,7 ,6 ,4 ,4 ,7 ,6 ,8 
A;NR;TRC;SI,: ,3 ,3 ,5 ,0 ,4 ,3 ,2 ,2 ,0 ,0 ,1 ,1 ,0 ,1 ,0 ,0 ,2 ,0 ,0 
A;NR;TRC;SK,: ,: ,3 ,3 ,3 ,5 ,1 ,4 ,1 ,0 ,2 ,1 ,: ,: ,: ,: ,: ,: ,: ,: 
A;NR;TRC_AGR;AT,12 ,19 ,15 ,12 ,10 ,7 ,8 ,8 ,9 ,6 ,13 ,7 ,6 ,3 ,4 ,8 ,3 ,3 ,4 ,9 
A;NR;TRC_AGR;BE,4 ,5 ,0 ,1 ,2 ,3 ,1 ,2 ,3 ,3 ,1 ,3 ,1 ,2 ,3 ,0 ,5 ,2 ,1 ,4 
A;NR;TRC_AGR;BG,: ,: ,: ,: ,: ,: ,: ,: ,: ,0 ,1 ,: ,: ,: ,: ,: ,: ,: ,0 ,1 
A;NR;TRC_AGR;CH,: ,: ,7 ,6 ,8 ,3 ,5 ,9 ,9 ,8 ,4 ,4 ,5 ,5 ,5 ,5 ,4 ,4 ,5 ,6 
A;NR;TRC_AGR;CY,: ,: ,: ,: ,: ,: ,0 ,1 ,0 ,1 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,1 ,0 ,1 
A;NR;TRC_AGR;CZ,9 ,4 ,3 ,9 ,6 ,4 ,6 ,4 ,3 ,0 ,1 ,4 ,1 ,4 ,1 ,1 ,4 ,1 ,2 ,0 
A;NR;TRC_AGR;DE,: ,22 ,16 ,25 ,25 ,13 ,18 ,24 ,18 ,11 ,18 ,16 ,17 ,15 ,12 ,27 ,25 ,9 ,15 ,20 
A;NR;TRC_AGR;DK,2 ,1 ,1 ,0 ,0 ,0 ,3 ,2 ,1 ,1 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,1 ,0 ,0 
A;NR;TRC_AGR;EE,: ,: ,: ,: ,: ,: ,2 ,0 ,0 ,0 ,0 ,1 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
A;NR;TRC_AGR;EL,71 ,54 ,72 ,43 ,46 ,37 ,26 ,29 ,24 ,44 ,31 ,23 ,25 ,17 ,17 ,13 ,12 ,11 ,14 ,17 
A;NR;TRC_AGR;ES,30 ,34 ,27 ,15 ,22 ,39 ,25 ,30 ,38 ,25 ,21 ,17 ,25 ,18 ,17 ,13 ,21 ,19 ,14 ,20 
A;NR;TRC_AGR;FI,3 ,4 ,2 ,2 ,3 ,1 ,0 ,2 ,2 ,6 ,4 ,2 ,2 ,1 ,4 ,3 ,5 ,6 ,3 ,2 
A;NR;TRC_AGR;FR,19 ,26 ,11 ,19 ,24 ,12 ,12 ,12 ,11 ,11 ,10 ,13 ,6 ,7 ,7 ,13 ,5 ,8 ,11 ,16 
A;NR;TRC_AGR;HR,: ,: ,: ,: ,: ,: ,: ,: ,12 ,8 ,13 ,8 ,6 ,11 ,12 ,8 ,5 ,5 ,4 ,9 
A;NR;TRC_AGR;IS,: ,: ,: ,0 ,0 ,0 ,0 ,: ,: ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 
A;NR;TRC_AGR;IT,38 ,29 ,27 ,25 ,27 ,26 ,32 ,12 ,24 ,23 ,20 ,25 ,27 ,9 ,25 ,26 ,22 ,19 ,13 ,15 
A;NR;TRC_AGR;LT,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,3 ,0 ,0 ,: ,: ,: 
A;NR;TRC_AGR;LU,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;NR;TRC_AGR;LV,: ,: ,: ,: ,: ,8 ,7 ,6 ,6 ,2 ,0 ,5 ,8 ,3 ,2 ,5 ,6 ,0 ,2 ,4 
A;NR;TRC_AGR;MT,: ,: ,: ,: ,: ,: ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: ,: ,: ,: ,0 ,: ,: 
A;NR;TRC_AGR;NL,4 ,3 ,1 ,2 ,5 ,2 ,4 ,1 ,2 ,1 ,1 ,0 ,3 ,1 ,0 ,1 ,2 ,0 ,: ,0 
A;NR;TRC_AGR;NO,: ,: ,1 ,2 ,1 ,2 ,0 ,0 ,1 ,3 ,2 ,1 ,1 ,1 ,3 ,2 ,1 ,2 ,0 ,: 
A;NR;TRC_AGR;PL,: ,80 ,61 ,51 ,45 ,57 ,67 ,23 ,43 ,29 ,23 ,23 ,26 ,23 ,23 ,19 ,15 ,13 ,17 ,: 
A;NR;TRC_AGR;PT,28 ,37 ,30 ,31 ,24 ,35 ,32 ,40 ,31 ,29 ,31 ,28 ,31 ,26 ,21 ,24 ,13 ,19 ,23 ,: 
A;NR;TRC_AGR;RO,0 ,0 ,1 ,0 ,1 ,0 ,7 ,3 ,6 ,5 ,9 ,3 ,5 ,4 ,6 ,3 ,7 ,2 ,8 ,8 
A;NR;TRC_AGR;SE,6 ,4 ,0 ,3 ,2 ,5 ,1 ,3 ,1 ,0 ,1 ,0 ,6 ,1 ,1 ,0 ,2 ,3 ,1 ,3 
A;NR;TRC_AGR;SI,: ,6 ,8 ,3 ,1 ,6 ,1 ,: ,4 ,2 ,5 ,1 ,1 ,0 ,3 ,0 ,2 ,4 ,0 ,1 
A;NR;TRC_AGR;UK,2 ,7 ,3 ,1 ,11 ,7 ,0 ,0 ,1 ,1 ,4 ,2 ,4 ,2 ,5 ,7 ,7 ,4 ,3 ,6 
A;NR;TRM_LR;BE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0 ,: ,: ,0 ,0 ,0 ,0 ,0 ,0 
A;NR;TRM_LR;BG,: ,: ,: ,: ,: ,: ,: ,: ,: ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
A;NR;TRM_LR;CH,: ,: ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 
A;NR;TRM_LR;DE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0 ,0 ,2 ,2 ,0 ,0 ,2 
A;NR;TRM_LR;EE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0 ,0 ,0 
A;NR;TRM_LR;ES,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0 ,0 ,0 ,0 ,0 
A;NR;TRM_LR;FI,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;NR;TRM_LR;FR,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0 ,0 ,0 ,0 
A;NR;TRM_LR;HR,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0 ,: ,0 
A;NR;TRM_LR;HU,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 
A;NR;TRM_LR;IT,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;NR;TRM_LR;LT,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0 ,0 ,: ,: ,: ,: 
A;NR;TRM_LR;LU,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0 ,: 
A;NR;TRM_LR;LV,: ,: ,: ,: ,: ,0 ,0 ,: ,: ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;NR;TRM_LR;PL,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,3 ,0 ,0 ,1 ,: 
A;NR;TRM_LR;PT,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: 
A;NR;TRM_LR;SE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;NR;TRM_LR;UK,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;NR;UNK;AT,1 ,5 ,3 ,3 ,7 ,6 ,7 ,5 ,8 ,2 ,10 ,12 ,3 ,1 ,0 ,2 ,0 ,0 ,1 ,4 
A;NR;UNK;BE,1 ,2 ,2 ,3 ,87 ,147 ,71 ,48 ,79 ,70 ,61 ,35 ,26 ,52 ,21 ,13 ,14 ,6 ,5 ,4 
A;NR;UNK;BG,1047 ,1012 ,1011 ,959 ,960 ,943 ,957 ,1043 ,1006 ,5 ,5 ,: ,: ,: ,: ,: ,0 ,75 ,87 ,68 
A;NR;UNK;CH,583 ,592 ,7 ,5 ,4 ,5 ,3 ,3 ,3 ,2 ,4 ,1 ,4 ,3 ,2 ,2 ,2 ,2 ,5 ,0 
A;NR;UNK;CY,113 ,111 ,98 ,94 ,97 ,117 ,1 ,1 ,4 ,1 ,1 ,0 ,3 ,3 ,0 ,2 ,1 ,0 ,0 ,0 
A;NR;UNK;CZ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;NR;UNK;DE,7772 ,19 ,27 ,25 ,16 ,25 ,17 ,18 ,19 ,12 ,26 ,7 ,10 ,6 ,9 ,3 ,4 ,9 ,8 ,14 
A;NR;UNK;DK,0 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;NR;UNK;EE,232 ,204 ,199 ,223 ,164 ,170 ,6 ,7 ,4 ,2 ,1 ,6 ,5 ,2 ,4 ,6 ,3 ,4 ,8 ,18 
A;NR;UNK;EL,10 ,15 ,8 ,3 ,5 ,5 ,11 ,6 ,13 ,7 ,12 ,6 ,1 ,8 ,6 ,2 ,1 ,4 ,3 ,0 
A;NR;UNK;ES,29 ,33 ,35 ,25 ,28 ,25 ,64 ,63 ,61 ,43 ,45 ,46 ,30 ,44 ,23 ,2 ,0 ,4 ,1 ,3 
A;NR;UNK;EU27_2020,20474 ,: ,4660 ,4779 ,: ,2949 ,2660 ,2769 ,: ,768 ,691 ,: ,: ,: ,: ,: ,: ,: ,: ,: 
A;NR;UNK;EU28,20474 ,: ,4660 ,4780 ,: ,2949 ,2660 ,2770 ,: ,769 ,692 ,: ,: ,: ,: ,: ,: ,: ,: ,: 
A;NR;UNK;FI,0 ,2 ,2 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: ,: ,: ,: ,: ,: 
A;NR;UNK;FR,16 ,13 ,8 ,7 ,29 ,17 ,17 ,32 ,29 ,11 ,33 ,31 ,26 ,33 ,21 ,28 ,: ,: ,: ,: 
A;NR;UNK;HR,662 ,655 ,647 ,627 ,701 ,608 ,597 ,614 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
